ASIN,date_info,name,title,content,rating
B07WSQDKB5,Reviewed in India on 24 October 2020,Ashok S.,Item is not working,This product is not good dryer having abnormal sound and and drain point leaking during washing mode so as a users I advise don't purchase this product also product is not replaced,2.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 12 December 2020,Bhuwan,Easy use nice product,"Value for money. Happy happy happy happy happy , good product log kg washing machine large family easy to use",4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 29 June 2020,Dikesh Pawar,Good product,Good qulity and easy to use,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 11 January 2020,satyanarayanacheedey,Excellent product,Good and excellent product.,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 24 January 2020,Rahul,Okay okay product,Good Product,4.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 21 June 2020,ramesh semwal,Value for money,Nice product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 2 February 2020,Amazon Customer,Nice product,Easy to Use,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 8 October 2018,Anushree automobiles,Very good,Very good product,5.0 out of 5 stars
B07WSQDKB5,Reviewed in India on 20 October 2020,Sanjeev Suri,I am speechless!,"I am totally satisfied with product quality and performance, also hats off to delivery persons. Not even single ripped area on delivery box. ❤️🙌",5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 3 March 2020,Gayatri Rai,Love LG for quality product,"I am using 6.5 kg LG washing machine for the last twenty years with zero complaints or repair. Now I have changed it with the bigger 11 KG LG washing machine as 6.5 was not sufficient now.. Its delivery was on time, sage not damage. I used the same day as it was Sunday.. The tubs are bigger and speeds are perfect. Good for washing single blankets even if they are heavy. DOuble bed blanket I have not tried yet.. Happy with my choise",5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 1 December 2019,Vinod Kumar,Product worth money,"Good product , 11 Kg capacity , and get fast delivery , packing was good, received sound & safe product.",5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 5 January 2020,Mayank V.,Amazing value for money product,My mom really loves it,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 5 November 2020,Sivamanikanta Gandham,Valued product at economy price,Many of them would be in a dilama after seeing this product whether to buy this or not.Even I too was in that dilama but after unboxing it and using it for a several month..till now there is no problem with this.. it's working smooth,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 2 January 2021,Rashi,"Works well&simple,solid body , but it hasn't speciality that it comes at this rate except weight.",This machine is obviously good buying option if you are looking for.. LG has done good job but except it's weight n great solid body material it has no any extra benefits or speciality that could come under this range . Performance wise n overall it should come under 15k. Not more than that !!,4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 5 December 2020,Tarun,Very good quality and durable product.,It is a good quality product and durable product with 5 years warranty on motor. LG Home appliances are generally very good and durable products barring few exceptions. Even their after sales Support network is very good and pan India coverage. So it gives you peace of mind.,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 16 January 2021,Hari Suri Babu ,"No  regret.  100% value for money.  Happy, LG for your quality and service after sale.",I have purchased LG 11 kgs. Semi-automatic washing machine on exchange of my old same brand 6.8 kg Semi-automatic washing machine. Obviously this repeat purchase of same brand is because of LG quality promise.Thank you Amazon for making it available on your platform.,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 20 July 2020,shabana tabassum,Thank you Amazon,Good i am very happy...😊😊😊😊,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 16 May 2020,Praveen Golla,Awesome.  Great service from amazon..,It works awesome. Very good. We can wash anything in that. The only thing is the spinner cap is very delicate. no damage to the item good packaging.,4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 16 June 2020,Amazon Customer,Wash & spin motors not as powerful as should be 11 kg machine,Wash motor & Spin motor is not as powerful as a 11 kg machine should be.,3.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 16 December 2020,Digvijay,Value for money 💰,I got this amazing washing machine at a very competitive price with an exchange offer. Thanks Amazon 👍,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 30 October 2020,SYED ISMAIL,Awesome packing and product is good,I liked this semi automatic washing machine very much.. It's awesome and colour of it is too good .in love with it😇🥰. U can hopefully go through it. Thank u for reading❣and it is also working too good.,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 20 October 2020,Nilesh Jain,Bill print,The bill print of product is not clear . Send new bill print which should be clear . If new print will not send yo us then we can get a problem at a time of warranty.. SEND NEW PRINT ON THIS EMAIL ID. nileshkarnawat4@gmail,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 27 July 2020,Syed MahaboobBasha ,Rock,Great value for money it's to big guys excellent product at corona time,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 15 November 2020,Faiz A.,My new LG 11 kg semi automatic machine with short power cable,Power cord is too short to use. Additional cost for extension box has to be incurred. Build quality of body is average. Too much noisy.,2.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 29 July 2020,Ravi,Awesome,I have only one word about the product that is Awesome.,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 3 January 2021,Srinivas Pagidi,Good quality product,"Very good product,. Value for money. Thank you Amazon.",5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 19 February 2021,lokendra,Superb lg 11kg machine,I am very happy very helpful this machine,4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 4 January 2021,Renu,Go and buy without thinking 🙂,Value for money,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 17 March 2021,Amazon Customer,Good Product,Nice product,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 10 March 2021,mohammad,Technical support week,"Dust filter too bad quality, the desine also not good, with in week 2 filter purchased , charged rs.250 each at service center,",3.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 23 August 2020,Rohit Pathak,Superb,"Osm products ,easy to use, low maintenance cost.",5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 13 August 2020,Amazon Customer,Value for money @14800 in freedom sale,"Value for money, just go for it",5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 14 March 2021,Shazeb,Strong body,Very nice product by LG,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 18 June 2020,Anup Gupta,Excellent,Good machine...,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 10 January 2021,MD.mobasir hussain,It is best by Look also  delivery man  is very helpful,superb also happy and satified with this product also at min . cost i bought this. In showroom it cost is too expensive,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 13 August 2020,Syed Irfan Zafar,Technician required for demo,We are waiting for the technician to come for demo,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 13 June 2020,Mohsin Ghori,LG washing machine 11 kg,Tooo Good ....Best product with service,4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 5 January 2021,Dipti,Warranty?,I was wondering whether I have bought right products or not as it’s not showing any warranty period with it,3.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 19 October 2020,Shikha Peeyush,Supplier trishul agency is very cooperative,Washing machine is too good.. Supplier trishul agency is very cooperative. Very fast delivery.,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 22 March 2021,Home Technique Solution Store,Easy operation,"Good Product, an easy to operate. They delivered with out any damages. Overall happy",4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 13 December 2020,Manda Yohan,Simply Super,Value for money,4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 22 October 2020,Amazon Customer,I recommend this 😍😍😍,Best in semi automatic machiness must buy 😍😍😍😍😍. Best for daily use very powerful motor.,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 10 June 2020,Ruhani,Thanks Flipkart,Nice product,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 11 December 2020,faizul hassan,Excellent product,Good working,4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 23 March 2021,Dipu jaiswal,Lg washing machine,Cloth washing,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 3 January 2021,Param Prakash,Best,Best in the price range 👍👍,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 11 March 2021,Amazon Customer,Na,Na,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 4 March 2020,kishore prasad,Very  smooth,This product is very good. For home use,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 26 January 2021,Sanju,On time delivery and damage less delivery...keep doing good work Amazon...,Value for money,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 15 February 2020,SANJAY,LG Washing machine,Nice product,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 17 December 2020,MOHAMMAD SHAMSHAD SHAIKH,1,Nice product,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 12 February 2021,Arun Kashyap,Best of best,Best product for lg,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 26 December 2020,Arif javed,Lg 11kg,Really good product,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 13 November 2020,Safwan,Quality Product,A very good quality product of LG.,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 16 August 2020,Santosh,Easy to use,Value for money,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 14 March 2021,neeraj,Awesome,I like this product and app,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 15 December 2020,Tushar,Valuable Product,Nice Product Super Quality 👍👌,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 21 November 2020,Shaikh Faiyaz,Excellent machine,Excellent machine,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 16 February 2020,saurabh sinha,.,Product is good,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 25 March 2021,Vikas Raj,Heat water its better,Excellent LG,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 8 March 2020,Ashish,Nice Product,Nice product,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 30 October 2020,Vivek,Waste of money,👎 waste of money,1.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 3 March 2020,ravinder,5,Very good item,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 26 January 2021,{Sukhchain~Singh~Maan},GOOD,GOOD,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 26 December 2020,Parveen Yadav,Very good,Good,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 4 March 2021,Mahesh,Super,Like,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 30 January 2020,Rajiv,Nice,Easy,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 3 September 2020,sachin deoli,NA,NA,4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 17 December 2020,Satpal Singh,Good delivery but bill miss so sad,Good,4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 1 October 2019,Avinash Verma.,Usefull,Good Product,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 21 December 2019,gursewak singh,lg 11 kg,very good,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 1 March 2021,Vishu,Like this,Like like like like like like like like like like like like like like like like like like like like,4.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 19 January 2020,Ashish D.,Very nice product,Very nice prodak,5.0 out of 5 stars
B07WWY5LZ1,Reviewed in India on 12 August 2020,Akshat solanki,Awesome,It is awesome,5.0 out of 5 stars
B08SR52BSM,Reviewed in India on 3 February 2021,Ashi kothari,Perfect,Perfectly worth the money if someone wants to Buy a top load . Bosch the best in terms of quality and service for installation,5.0 out of 5 stars
B08SR52BSM,Reviewed in India on 26 March 2021,sankar,Awasome product quality,Received good quality of product. And amoazon delivered safely.. But the only problem is instalation process is too late.,5.0 out of 5 stars
B08SR52BSM,Reviewed in India on 16 February 2021,Jeet Parab,Performance is top notch.,Top class performance that's it.,5.0 out of 5 stars
B08SR52BSM,Reviewed in India on 14 March 2021,Aniruddha Sahasrabuddhe,Excellent,Excellent product,5.0 out of 5 stars
B08SR52BSM,Reviewed in India on 20 March 2021,Thailappan,Na,Low noise,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 21 February 2019,karan verma,Dont buy,It washes clothes with surf marks remaining and doesn't even dry them at all. And takes eternity to wash..,3.0 out of 5 stars
B07H2W3J46,Reviewed in India on 4 November 2019,harish kumar chauhan,Recieved defective product,Recieved a damaged product with 2 functional issues. Had to return.,2.0 out of 5 stars
B07H2W3J46,Reviewed in India on 25 September 2019,Sashikala,Washing machine,Not satisfied with the performance.,3.0 out of 5 stars
B07H2W3J46,Reviewed in India on 3 June 2020,K.yadagiri,Nice,Nice product,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 18 January 2021,Shikharr Sood,Good Product,Bosch as a brand is very comprehensive and of good quality. Better than the Korean brand products anyday.,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 26 October 2020,Vaishak,Amazing product,Its absolutely value for money and so easy to use..well satisfied with this product ...should of course try it...,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 5 November 2020,Venky,Awesome product,Awesome product,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 24 October 2020,Amazon Customer,Fake pricing on product,Fake price there are increasing prices and giving discount..!,1.0 out of 5 stars
B07H2W3J46,Reviewed in India on 31 January 2021,Kamal Kumar,Great but needs service due to new plastic smell.,"By mistake I wrote a wrong review of another product. This one is great, except it needs service due to new smell. Thanks",4.0 out of 5 stars
B07H2W3J46,Reviewed in India on 24 September 2020,Vikas,Good product and value for money,Very good product,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 16 September 2020,Amit Kumar,Nice for family of 4 to 5,Very good product,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 28 September 2019,Ramesh K,Good,Nice,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 8 July 2020,Amazon Customer,Value for money,Value for money,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 7 December 2020,Amazon Customer,Good Product and Service,Overall its a good product and good service by Amazon.,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 9 October 2019,banu chand,good one,worth buy,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 31 January 2021,Saumya Agarwal,Good for family if 4-5,Very good washing machine. Value for money,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 10 February 2020,Praveen Kumar,Good,Good,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 19 March 2021,shailendra rathore,User friendly,Very helpful product for Bosch,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 20 December 2020,amit t dhotre,Good product,This is a good product.,4.0 out of 5 stars
B07H2W3J46,Reviewed in India on 7 March 2020,Tanu Kashyap,Wonderful,It is very easy to use. Value for money,4.0 out of 5 stars
B07H2W3J46,Reviewed in India on 19 September 2020,Paras kumar,Awesome Product,value for money,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 3 March 2021,Armaan Kohli,Worth Buying,Nice,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 24 October 2018,Rethick V.,Not satisfied,"Not satisfied with dry,my semi automatic machines performence was very good than this Bosch top load Vario inverter not unique",1.0 out of 5 stars
B07H2W3J46,Reviewed in India on 10 November 2020,Tenzin Choekyab,Honest Review After A Month’s Use,"I purchased it during amazon sale last month in October 2020. Got it for 13,700₹ after discount. Very easy to use, doesn’t makes that much noise like other brands, it also dries up clothes & washing level is also awesome. After so much reviews & price tag from other brands, I found Bosch the best. + I got 2 years warranty which is a bonus point. For a family of 3-5, it’s the best choice. Engineer called me before da product was delivered & I asked him to come once product will be delivered & he came on the same day. I found white color the best & beautiful. Overall, it’s an amazing machine that one will definitely like it...👍🏻👍🏻👍🏻",5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 6 October 2019,sudheery,"Buy it if you don't have to talk to their customer ""support""","Their customer care sucks big time. I purchased it from a local dealer and had a question whether the model has a drain pump or not. As a cost cutting measure they have ONE manual for all the 10000 models they have and it is not clear whether a particular model has a feature or not (very dangerous if the installation depends on the model - whether the model has drain pump built in or not).. Called their customer care - that lady wants to send a technician to my home and charge me, all I need is a small information and she put the phone down saying ""we don't provide information"" - in a rude tone. Clueless and customer unfriendly",1.0 out of 5 stars
B07H2W3J46,Reviewed in India on 26 October 2018,sathish,included components r missing...hose pipe etc ...only manual ia included,included components r missing...hose pipe etc ...only manual ia included..why is it not included in this ?dissapointing and .. n,1.0 out of 5 stars
B07H2W3J46,Reviewed in India on 31 March 2019,Deepak,Good...,It's a good product. Washing is as good as my previous one.i didn't find any drying issue. Good rate I got it from retail,5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 27 October 2020,ARUN,Value for money,"It's been two years,, still working fine.. Cleans and dry the clothes nicely.. Error message makes easy to use and find root cause for problem(like open of lid while spinning or water level). No issues observed while cleaning.. No noise issues.",4.0 out of 5 stars
B07H2W3J46,Reviewed in India on 15 June 2019,Yeshwanth,Worst product,"Worst product ,purchased it but got e3 error and raised it for replacement got new product without any surprise same error and its junk product",1.0 out of 5 stars
B07H2W3J46,Reviewed in India on 4 May 2019,Mahesh,Warranty,The machine warranty period and motor warranty period is nowhere mentioned on the amazon website so how can we decide to buy,1.0 out of 5 stars
B07H2W3J46,Reviewed in India on 14 October 2018,Amazon Customer,Good,"Very efficient motor,washes quickly",5.0 out of 5 stars
B07H2W3J46,Reviewed in India on 31 August 2019,Payal Jaggi,Error & Errors,"Useless - E3 error since the day I purchased it, technicians are scarce to get!!!!. Amazon can’t help.. This piece is a waste of money.",1.0 out of 5 stars
B07H2W3J46,Reviewed in India on 27 December 2020,Amazon Customer,made in china products,quality is OK..it's made in china products.in same range you will find made in india products.i suggest go for other products in same range.,3.0 out of 5 stars
B07H2W3J46,Reviewed in India on 9 September 2019,Gaurav K.,Better to wash with own hands than bosch washing machine,Not worth to buy this washing machine. It not wash and rinse normal dirty cloths. Stains remain as it was before washing. Wastage of money,1.0 out of 5 stars
B07H2W3J46,Reviewed in India on 6 November 2020,Mohit keswani,User friendly,"The bosch washing machine bought in the grwat indian featival was a deal i was waiting for, the product is as expected and the quality is awesome. The noise level though is a little high and is pure value gor money.",4.0 out of 5 stars
B07H2W3J46,Reviewed in India on 5 February 2021,A Dutta,Don't buy.,The main problem of this machine is can't select the appropriate wash programme & water level automatically according to weight of garments. The service technician told me that the sensor of this machine is not so good to sence weight of garments.. Now I'm selecting wash programme & water level manually.. This not desired from a automatic washing machine. Previously I had an LG washing machine and it could automatically select the appropriate wash program and water level.,1.0 out of 5 stars
